ID,ORF,Metarow,Metacolomn,Sub-Grid Row,Sub-Grid Colomn,description
2434,slr0906,2,2,13,15,photosystem II P680 chlorophyll A apoprotein
2435,slr0909,2,2,13,16,
2436,slr0913,2,2,13,17,
2437,slr0917,2,2,13,18,7-keto-8-aminopelargonic acid synthetase
2438,sll0469,2,2,13,19,ribose-phosphate pyrophosphokinase
2439,sll0597,2,2,13,21,hypothetical protein
2440,sll0594,2,2,13,22,transcriptional regulatory protein
2441,slr0615,2,2,13,23,ABC transporter
2442,slr0617,2,2,13,24,
2443,slr0346,2,2,14,1,ribonuclease III
2444,sll0321,2,2,14,2,
2445,sll0320,2,2,14,3,ribonuclease D
2446,sll0318,2,2,14,4,
2447,slr0354,2,2,14,5,ABC transporter
2448,slr0357,2,2,14,6,histidyl-tRNA synthetase
2449,sll0454,2,2,14,7,phenylalanyl-tRNA synthetase alpha chain
2450,sll0688,2,2,14,8,
2451,sll0686,2,2,14,9,
2452,sll0683,2,2,14,10,phosphate transport ATP-binding protein PstB
2453,sll0681,2,2,14,11,phosphate transport system permease protein PstC
2454,sll0679,2,2,14,12,SphX protein precursor
2455,sll0544,2,2,14,13,
2456,slr0575,2,2,14,14,
2457,slr0580,2,2,14,15,hypothetical protein
2458,sll0539,2,2,14,16,
2459,slr0825,2,2,14,17,hypothetical protein
2460,slr0829,2,2,14,18,PleD gene product
2461,sll0102,2,2,14,19,
2462,slr0106,2,2,14,20,
2463,sll0099,2,2,14,21,precorrin-6y methylase
2464,slr0108,2,2,14,22,
2465,sll0095,2,2,14,23,ABC1-like
2466,slr0110,2,2,14,24,hypothetical protein
2467,slr0013,2,2,15,1,
2468,slr0018,2,2,15,2,fumarase
2469,sll0007,2,2,15,3,hypothetical protein
2470,sll0005,2,2,15,4,ABC1-like
2471,slr0021,2,2,15,5,protease IV
2472,slr0213,2,2,15,6,GMP synthetase
2473,slr0642,2,2,15,7,integral membrane protein
2474,sll0606,2,2,15,8,
2475,sll0602,2,2,15,9,
2476,slr0646,2,2,15,10,penicillin-binding protein 4
2477,slr0650,2,2,15,11,hypothetical protein
2478,sll0397,2,2,15,12,
2479,sll0825,2,2,15,13,polyA polymerase
2480,slr0845,2,2,15,14,
2481,sll0821,2,2,15,15,hypothetical protein
2482,slr0072,2,2,15,16,glucose inhibited division protein B
2483,slr0074,2,2,15,17,ABC transporter subunit
2484,slr0076,2,2,15,18,hypothetical protein
2485,slr0302,2,2,15,19,PleD gene product
2486,slr0304,2,2,15,20,
2487,slr0306,2,2,15,21,
2488,sll0283,2,2,15,22,
2489,sll0282,2,2,15,23,
2490,sll0280,2,2,15,24,
2491,sll0191,2,2,16,1,
2492,sll0414,2,2,16,2,hypothetical protein
2493,sll0412,2,2,16,3,
2494,sll0408,2,2,16,4,
2495,slr0436,2,2,16,5,carbon dioxide concentrating mechanism protein Ccm
2496,slr0439,2,2,16,6,
2497,sll0377,2,2,16,7,transcription-repair coupling factor
2498,sll0374,2,2,16,8,high-affinity branched-chain amino acid transport
2499,sll0371,2,2,16,9,
2500,sll0368,2,2,16,10,pyrimidine operon regulatory protein PyrR
2501,slr0194,2,2,16,11,ribose 5-phosphate isomerase
2502,slr0197,2,2,16,12,comE ORF1
2503,slr0091,2,2,16,13,aldehyde dehydrogenase
2504,slr0095,2,2,16,14,O-methyltransferase
2505,sll0489,2,2,16,15,ABC transporter
2506,sll0487,2,2,16,16,hypothetical protein
2507,slr0503,2,2,16,17,hypothetical protein
2508,slr0506,2,2,16,18,protochlorophyllide oxido-reductase
2509,sll0798,2,2,16,19,sensory transduction histidine kinase
2510,slr0793,2,2,16,20,
2511,slr0796,2,2,16,21,nickel resistance
2512,slr0797,2,2,16,22,cadmium-transporting ATPase
2513,sll0789,2,2,16,23,regulatory components of sensory transduction syst
2514,sll0787,2,2,16,24,
2515,sll0672,2,2,17,1,cation-transporting ATPase PacL
2516,slr0708,2,2,17,2,
2517,sll0664,2,2,17,3,
2518,slr0712,2,2,17,4,
2519,sll0657,2,2,17,5,phospho-N-acetylmuramoyl-pentapeptide-transferase
2520,sll0745,2,2,17,6,phosphofructokinase
2521,sll1336,2,2,17,7,hypothetical protein
2522,sll1334,2,2,17,8,
2523,slr1431,2,2,17,10,
2524,sll1329,2,2,17,11,monophosphatase
2525,slr1452,2,2,17,12,sulfate binding protein SbpA
2526,sll0450,2,2,17,13,cytochrome b subunit of nitric oxide reductase
2527,sll0449,2,2,17,14,
2528,sll0447,2,2,17,15,
2529,sll0446,2,2,17,16,
2530,sll0443,2,2,17,17,
2531,sll0441,2,2,17,18,
2532,ssl2781,2,2,17,19,
2533,ssr2551,2,2,17,20,
2534,ssr2194,2,2,17,21,
2535,ssr1375,2,2,17,23,
2536,ssr1386,2,2,17,24,inorganic carbon transport protein
2537,sll0037,2,2,18,1,
2538,slr0036,2,2,18,2,aspartate aminotransferase
2539,sll0031,2,2,18,3,
2540,sll0030,2,2,18,4,rubisco operon transcriptional regulator
2541,slr0041,2,2,18,5,nitrate transport protein NrtB
2542,slr0043,2,2,18,6,nitrate transport protein NrtC
2543,sll0631,2,2,18,7,L-aspartate oxidase
2544,slr0654,2,2,18,8,
2545,slr0656,2,2,18,9,
2546,slr0658,2,2,18,10,
2547,slr0661,2,2,18,11,pyrroline carboxylate reductase
2548,sll0622,2,2,18,12,quinolinate synthetase
2549,slr1185,2,2,18,13,cytochrome b6/f-complex iron-sulfur protein
2550,slr1189,2,2,18,14,
2551,sll0578,2,2,18,15,phosphoribosyl aminoimidazole carboxylase
2552,slr0590,2,2,18,16,
2553,ssl2069,2,2,18,17,
2554,ssr0390,2,2,18,18,photosystem I subunit X
2555,sml0001,2,2,18,19,photosystem II PsbI protein
2556,ssl1417,2,2,18,20,ycf33 gene product
2557,ssr0349,2,2,18,21,
2558,ssr0109,2,2,18,22,
2559,ssl0750,2,2,18,23,
2560,ssl0352,2,2,18,24,
2561,slr0535,2,2,19,1,serine proteinase
2562,sll0509,2,2,19,2,Ap-4-A phosphorylase II
2563,slr0537,2,2,19,3,
2564,sll0506,2,2,19,4,hypothetical protein
2565,sll0504,2,2,19,5,diaminopimelate decarboxylase
2566,sll0502,2,2,19,6,arginyl-tRNA-synthetase
2567,sll1489,2,2,19,7,
2568,slr1570,2,2,19,8,
2569,slr1572,2,2,19,9,
2570,slr1575,2,2,19,10,hypothetical protein
2571,sll1486,2,2,19,11,
2572,sll1483,2,2,19,12,transforming growth factor induced protein
2573,ssl2922,2,2,19,13,virulence associated protein B
2574,ssr2708,2,2,19,14,
2575,ssr3122,2,2,19,15,hypothetical protein
2576,ssl1911,2,2,19,16,
2577,ssr2317,2,2,19,17,
2578,ssl2542,2,2,19,18,high light-inducible protein
2579,ssl0511,2,2,19,19,
2580,ssl1263,2,2,19,20,
2581,ssl1004,2,2,19,21,hypothetical protein
2582,ssr1114,2,2,19,22,
2583,ssl1378,2,2,19,23,
2584,ssr2781,2,2,19,24,
2585,sll0535,2,2,20,1,ATP-dependent protease ATPase subunit
2586,sll0533,2,2,20,2,trigger factor
2587,slr0550,2,2,20,3,dihydrodipicolinate synthase
2588,slr0552,2,2,20,4,
2589,slr0554,2,2,20,5,hypothetical protein
2590,sll0528,2,2,20,6,
2591,slr0748,2,2,20,7,
2592,slr0751,2,2,20,8,
2593,sll0732,2,2,20,9,
2594,sll0729,2,2,20,10,
2595,slr0755,2,2,20,11,hypothetical protein
2596,sll0726,2,2,20,12,phosphoglucomutase
2597,ssr2060,2,2,20,13,
2598,ssr2062,2,2,20,14,
2599,ssr1499,2,2,20,15,ABC1-like
2600,smr0009,2,2,20,16,photosystem II PsbN protein
2601,ssl3382,2,2,20,17,
2602,ssr3188,2,2,20,18,
2603,slr0725,2,2,20,19,hypothetical protein
2604,slr0732,2,2,20,20,hypothetical protein
2605,slr0737,2,2,20,21,photosystem I subunit II
2606,slr0242,2,2,20,22,bacterioferritin comigratory protein
2607,sll1323,2,2,20,23,ATP synthase subunit b'
2608,slr1417,2,2,20,24,hypothetical protein
2609,sll0933,2,2,21,1,
2610,sll0922,2,2,21,2,
2611,slr0980,2,2,21,3,hypothetical protein
2612,slr1614,2,2,21,4,
2613,slr1062,2,2,21,5,
2614,slr1079,2,2,21,6,
2615,slr1839,2,2,21,7,carbon dioxide concentrating mechanism protein Ccm
2616,slr1544,2,2,21,8,
2617,slr1218,2,2,21,9,
2618,slr1234,2,2,21,10,protein kinase C inhibitor
2619,slr1241,2,2,21,12,
2620,slr1675,2,2,21,13,hydrogenase expression/formation protein HypA
2621,sll1562,2,2,21,14,
2622,ssl3044,2,2,21,15,hydrogenase component
2623,slr0935,2,2,21,16,
2624,slr0946,2,2,21,17,arsenate reductase
2625,slr0954,2,2,21,18,hypothetical protein
2626,slr0496,2,2,21,19,
2627,sll0685,2,2,21,20,
2628,sll0614,2,2,21,21,
2629,slr0416,2,2,21,22,
2630,sll0369,2,2,21,23,
2631,slr1042,2,2,22,1,regulatory components of sensory transduction syst
2632,slr1046,2,2,22,2,
2633,sll1647,2,2,22,3,
2634,slr1767,2,2,22,4,
2635,slr1770,2,2,22,5,
2636,slr1847,2,2,22,6,hypothetical protein
2637,slr0885,2,2,22,7,
2638,sll0864,2,2,22,8,
2639,sll1307,2,2,22,9,
2640,ssl3379,2,2,22,10,
2641,sll1767,2,2,22,11,30S ribosomal protein S6
2642,sll1763,2,2,22,12,
2643,sll0272,2,2,22,13,
2644,sll0268,2,2,22,14,
2645,slr0287,2,2,22,15,
2646,sll0258,2,2,22,16,cytochrome c550
2647,slr0294,2,2,22,17,
2648,sll0361,2,2,22,18,
2649,sll0543,2,2,22,19,
2650,slr0582,2,2,22,20,
2651,sll0822,2,2,22,21,
2652,slr0847,2,2,22,22,KdtB protein
2653,slr0078,2,2,22,23,hypothetical protein
2654,sll0486,2,2,22,24,
2655,ssr1698,2,2,23,1,hypothetical protein
2656,slr1025,2,2,23,2,
2657,slr1034,2,2,23,3,
2658,sll0984,2,2,23,4,
2659,sll0982,2,2,23,5,
2660,slr1376,2,2,23,6,
2661,slr0870,2,2,23,7,
2662,sll1157,2,2,23,8,
2663,sll1147,2,2,23,9,
2664,sll1960,2,2,23,10,
2665,slr2080,2,2,23,11,
2666,sll1979,2,2,23,12,
2667,sll0944,2,2,23,13,
2668,slr0328,2,2,23,14,low molecular weight phosphotyrosine protein phosp
2669,slr0334,2,2,23,15,
2670,sll0176,2,2,23,16,
2671,sll0167,2,2,23,17,
2672,slr0376,2,2,23,18,
2673,sll0286,2,2,23,19,hypothetical protein
2674,slr0790,2,2,23,20,UmuC protein
2675,sll0792,2,2,23,21,transcriptional repressor SmtB
2676,sll0783,2,2,23,22,
2677,sll0780,2,2,23,23,
2678,slr0701,2,2,23,24,mercuric resistance operon regulatory protein
2679,slr2025,2,2,24,1,
2680,sll1911,2,2,24,2,
2681,sll1078,2,2,24,3,
2682,slr1150,2,2,24,4,
2683,slr1890,2,2,24,5,bacterioferritin
2684,sll1796,2,2,24,6,cytochrome c553
2685,slr1340,2,2,24,7,
2686,sll1245,2,2,24,8,cytochrome CytM
2687,slr1964,2,2,24,9,
2688,slr1468,2,2,24,10,tymocyte protein cThy28kD
2689,slr1470,2,2,24,11,
2690,sll1382,2,2,24,12,ferredoxin
2691,slr0011,2,2,24,13,unknown function
2692,ssl0020,2,2,24,14,ferredoxin
2693,sll0008,2,2,24,15,
2694,sll0205,2,2,24,16,
2695,slr0233,2,2,24,17,thioredoxin M
2696,sll0410,2,2,24,18,
2697,slr0033,2,2,24,19,
2698,sll0498,2,2,24,20,
2699,slr1419,2,2,24,21,hypothetical protein
2700,sll1341,2,2,24,22,bacterioferritin
2701,ssr2439,2,2,24,23,hypothetical protein
2702,sll0624,2,2,24,24,
2703,slr0456,2,2,25,1,
2704,slr1182,2,2,25,2,
2705,slr1186,2,2,25,3,
2706,sll0567,2,2,25,4,ferric uptake regulation protein
2707,slr0598,2,2,25,5,
2708,slr0602,2,2,25,6,
2709,sll0899,2,2,25,7,UDP-N-acetylglucosamine pyrophosphorylase
2710,sll0895,2,2,25,8,ammonium transport protein
2711,sll1552,2,2,25,9,
2712,slr1652,2,2,25,10,
2713,sll1550,2,2,25,11,
2714,slr1656,2,2,25,12,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapep
2715,slr1771,2,2,25,13,
2716,sll0236,2,2,25,14,
2717,sll1056,2,2,25,15,phosphoribosylformyl glycinamidine synthetase II
2718,slr1223,2,2,25,16,cell division inhibitor
2719,slr0329,2,2,25,17,xylose repressor
2720,sll1766,2,2,25,18,putative arylsulfatase regulatory protein
2721,sll0588,2,2,25,19,
2722,sll0630,2,2,25,20,
2723,slr1778,2,2,25,21,
2724,sll1472,2,2,25,22,
2725,slr0238,2,2,25,23,
2726,sll1803,2,2,25,24,50S ribosomal protein L22
2727,slr0600,2,2,26,1,
2728,slr0603,2,2,26,2,DNA polymerase III alpha subunit
2729,slr0605,2,2,26,3,hypothetical protein
2730,slr0608,2,2,26,4,phosphoribosyl-ATP pyrophosphohydrolase:phosphorib
2731,slr0610,2,2,26,5,
2732,sll1156,2,2,26,6,
2733,sll1821,2,2,26,7,50S ribosomal protein L13
2734,sll1809,2,2,26,8,30S ribosomal protein S8
2735,ssl3437,2,2,26,9,30S ribosomal protein S17
2736,slr1894,2,2,26,10,hypothetical protein
2737,slr2074,2,2,26,11,mannose-6-phosphate isomerase
2738,ssl3712,2,2,26,12,
2739,sll0237,2,2,26,13,
2740,sll1601,2,2,26,14,hypothetical protein
2741,sll1895,2,2,26,15,hypothetical protein
2742,slr1270,2,2,26,16,
2743,sll1452,2,2,26,17,nitrate transport protein NrtC
2744,sll0861,2,2,26,18,hypothetical protein
2745,sll1476,2,2,26,19,
2746,slr0263,2,2,26,20,
2747,slr1957,2,2,26,21,
2748,ssl2749,2,2,26,22,
2749,ssr2711,2,2,26,23,
2750,ssr3451,2,2,26,24,cytochrome b559 a subunit
2751,slr1906,2,2,27,1,
2752,slr1908,2,2,27,2,
2753,sll1580,2,2,27,3,phycocyanin associated linker protein
2754,sll1575,2,2,27,4,serine/threonine protein kinase
2755,slr1708,2,2,27,5,lysostaphin
2756,sll1571,2,2,27,6,
2757,ssl3692,2,2,27,7,
2758,slr1986,2,2,27,8,allophycocyanin b chain
2759,sll1880,2,2,27,9,hypothetical protein
2760,sll1101,2,2,27,10,30S ribosomal protein S10
2761,slr1645,2,2,27,11,photosystem II 11 kD protein
2762,sll1853,2,2,27,12,
2763,slr1344,2,2,27,13,hypothetical protein
2764,slr1275,2,2,27,14,
2765,sll2002,2,2,27,15,
2766,sll1024,2,2,27,16,
2767,sll1367,2,2,27,17,
2768,slr1827,2,2,27,18,
2769,sll0749,2,2,27,19,
2770,sll0809,2,2,27,20,
2771,sll1218,2,2,27,21,hypothetical protein
2772,sll1885,2,2,27,22,
2773,slr0051,2,2,27,23,carbonic anhydrase
2774,slr0064,2,2,27,24,hypothetical protein
2775,sll1971,2,2,28,1,
2776,sll1969,2,2,28,2,
2777,sll1967,2,2,28,3,hypothetical protein
2778,slr2073,2,2,28,4,
2779,slr2078,2,2,28,5,hypothetical protein
2780,slr1834,2,2,28,6,P700 apoprotein subunit Ia
2781,ssl1707,2,2,28,7,
2782,sll0720,2,2,28,8,apxIC gene product  hemolysin activation protein
2783,smr0004,2,2,28,9,photosystem I subunit VIII
2784,sll1106,2,2,28,10,
2785,sll0848,2,2,28,11,chromosomal replication initiator protein DnaA
2786,slr0331,2,2,28,12,NADH dehydrogenase subunit 4
2787,slr0120,2,2,28,13,hypothetical protein
2788,sll1744,2,2,28,14,50S ribosomal protein L1
2789,sll1708,2,2,28,15,nitrate/nitrite response regulator protein
2790,slr0773,2,2,28,16,
2791,sll0394,2,2,28,17,
2792,slr1315,2,2,28,18,
2793,slr1022,2,2,28,19,N-acetylornithine aminotransferase
2794,slr1162,2,2,28,20,hypothetical protein
2795,slr1974,2,2,28,21,hypothetical protein
2796,slr2087,2,2,28,22,hypothetical protein
2797,sll0698,2,2,28,23,drug sensory protein A
2798,slr1595,2,2,28,24,Na/H antiporter
2799,sll1780,2,2,29,1,transposase
2800,slr2132,2,2,29,2,phosphotransacetylase
2801,sll2014,2,2,29,3,sugar fermentation stimulation protein
2802,sll2011,2,2,29,4,hypothetical protein
2803,sll2009,2,2,29,5,processing protease
2804,slr2135,2,2,29,6,hydrogenase accessory protein
2805,sll0057,2,2,29,19,heat shock protein GrpE
2806,slr0415,2,2,29,20,Na(+)/H(+) antiporter
2807,slr0083,2,2,29,21,ATP-dependent RNA helicase DeaD
2808,sll0790,2,2,29,22,sensory transduction histidine kinase
2809,slr0746,2,2,29,23,salt tolerance protein A
2810,ssr1480,2,2,29,24,RNA-binding protein
2811,sll1687,2,2,30,1,sensory transduction histidine kinase
2812,slr1822,2,2,30,2,endonuclease III
2813,sll0849,2,2,30,3,photosystem II D2 protein
2814,sll1956,2,2,30,4,hypothetical protein
2815,sll1951,2,2,30,5,hemolysin
2816,sll1949,2,2,30,6,
2817,slr0469,2,2,30,19,30S ribosomal protein S4
2818,ssr2972,2,2,30,20,
2819,smr0005,2,2,30,21,photosystem I PsaM subunit
2820,ssl2250,2,2,30,22,glycoprotein 64
2821,ssr0536,2,2,30,23,
2822,sll1028,2,2,30,24,carbon dioxide concentrating mechanism protein Ccm
2823,slr1697,2,2,31,1,eukariotic protein kinase
2824,sll1525,2,2,31,2,phosphoribulokinase
2825,sll1524,2,2,31,3,hypothetical protein
2826,slr1646,2,2,31,4,ribonuclease III
2827,slr1648,2,2,31,5,
2828,sll1521,2,2,31,6,hypothetical protein
2829,slr0262,2,2,31,19,
2830,sll1225,2,2,31,20,
2831,sll1537,2,2,31,21,
2832,sll0301,2,2,31,22,
2833,sll0101,2,2,31,23,
2834,slr1577,2,2,31,24,
2835,slr1946,2,2,32,1,
2836,slr1949,2,2,32,2,
2837,slr0989,2,2,32,3,hypothetical protein
2838,slr0784,2,2,32,4,hypothetical protein
2839,slr0426,2,2,32,5,GTP cyclohydrolase I
2840,sll0888,2,2,32,6,
2841,ssl3436,2,2,32,19,50S ribosomal protein L29
2842,slr1859,2,2,32,20,
2843,slr1678,2,2,32,21,50S ribosomal protein L21
2844,sll1745,2,2,32,22,50S ribosomal protein L10
2845,smr0006,2,2,32,23,cytochrome b559 b subunit
